ACSSF,2019m1,nc,000,0181,0000001,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
ACSSF,2019m1,nc,000,0181,0000002,,,,,,,,,,,,,,,,
ACSSF,2019m1,nc,000,0181,0000003,,,,,,,,,,,,,,,,
ACSSF,2019m1,nc,000,0181,0000004,,,,,,,,,,,,,,,,
ACSSF,2019m1,nc,000,0181,0000005,,,,,,,,,,,,,,,,
ACSSF,2019m1,nc,000,0181,0000006,,,,,,,,,,,,,,,,
ACSSF,2019m1,nc,000,0181,0000007,,,,,,,,,,,,,,,,
ACSSF,2019m1,nc,000,0181,0000008,,,,,,,,,,,,,,,,
ACSSF,2019m1,nc,000,0181,0000009,,,,,,,,,,,,,,,,
ACSSF,2019m1,nc,000,0181,0000010,,,,,,,,,,,,,,,,
ACSSF,2019m1,nc,000,0181,0000011,,,,,,,,,,,,,,,,
ACSSF,2019m1,nc,000,0181,0000012,,,,,,,,,,,,,,,,
ACSSF,2019m1,nc,000,0181,0000013,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
ACSSF,2019m1,nc,000,0181,0000014,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
ACSSF,2019m1,nc,000,0181,0000015,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
ACSSF,2019m1,nc,000,0181,0000016,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
ACSSF,2019m1,nc,000,0181,0000017,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
ACSSF,2019m1,nc,000,0181,0000018,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
ACSSF,2019m1,nc,000,0181,0000019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
ACSSF,2019m1,nc,000,0181,0000020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
ACSSF,2019m1,nc,000,0181,0000021,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
ACSSF,2019m1,nc,000,0181,0000022,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
ACSSF,2019m1,nc,000,0181,0000023,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
ACSSF,2019m1,nc,000,0181,0000024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
ACSSF,2019m1,nc,000,0181,0000025,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
ACSSF,2019m1,nc,000,0181,0000026,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
ACSSF,2019m1,nc,000,0181,0000027,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
